New_Id,Sample_Id,aac(3)-II,aacA27,aacA4,aadB,armA,blaACT/blaMIR,blaCMY-2-like,blaCTX-M,DHA,fosA3,GES,IMP,KPC,NDM,OXA-10,OXA-30,OXA-48,rmtB,rmtC,rmtF,SHV,TEM,VEB,VIM
PHE089,PHE89,aac(3)-IIe,,aacA4GEN_1neg,,,,,,,,,,blaKPC,,,,,,,,,,,
PHE009,PHE9,aac(3)-IId,,,,,,,,,,,,,,,blaOXA-30-like,blaOXA-181-like,,,,,blaTEM-1-like,,
PHE090,PHE90,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PHE091,PHE91,aac(3)-IIe,,,,,,,,,,,,blaKPC,,,blaOXA-30-like,,,,,,,,
PHE092,PHE92,aac(3)-IId,,,,,,,G1-240G,,,,,,blaNDM,,blaOXA-30-like,,,rmtC,,,blaTEM-1-like,,
PHE093,PHE93,aac(3)-IIe,,,,,,,,,,,,blaKPC,,,blaOXA-30-like,,,,,,,,
PHE094,PHE94,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,blaOXA-181-like,,,,,blaTEM-1-like,,
PHE095,PHE95,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
PHE096,PHE96,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
PHE097,PHE97,aac(3)-IIe,,,,,,,,,,,,blaKPC,,,blaOXA-30-like,,,,,,,,
PHE098,PHE98,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
PHE099,PHE99,,,,,,,,G1-240G,,,,,,,,,blaOXA-181-like,,,rmtF,,blaTEM-1-like,,
PKG001,PKG1,aac(3)-IId,,aacA4notGEN_1neg,,,,blaCMY-2-like,G9-240D,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
PKG010,PKG10,aac(3)-IIe,,,,,,,G1-240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
PKG100,PKG100,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG101,PKG101,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG102,PKG102,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
PKG103,PKG103,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
PKG104,PKG104,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG105,PKG105,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,,,,,,,,,
PKG106,PKG106,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,,,,,,,,,
PKG107,PKG107,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG108,PKG108,,,,,,,,G9-240D,,,,,,,,blaOXA-30-like,,,,,,,,
PKG109,PKG109,,,,,,,,,,,,,blaKPC,,,,,,,,,blaTEM-1-like,,
PKG011,PKG11,negative,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM_2neg,,
PKG110,PKG110,,,,,,,,G1-240G+G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG111,PKG111,,,,,,,,G9-240D,,,,,,,,,,,,,,,,
PKG112,PKG112,,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,,,
PKG113,PKG113,negative,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG114,PKG114,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D_36neg,,,,,,,,,,,,,,blaTEM-1-like,,
PKG115,PKG115,,,,,,,,G9-240D,,,,,,,,,,,,,,,,
PKG116,PKG116,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
PKG117,PKG117,,,,,,,,,,,,,,,,,,,,,,,,
PKG118,PKG118,,,,,,,blaCMY-2-like,G9-240D,,,,,,,,,,,,,,,,
PKG119,PKG119,,,,,,,,,,,,,,,,,,,,,,,,
PKG012,PKG12,aac(3)-IId,,,,,,,G9-240D,,,,,,,,,,,,,,,,
PKG120,PKG120,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
PKG121,PKG121,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,,,
PKG122,PKG122,aac(3)-II_3neg,,,,,,,G9-240G,,,,,,,,,,,,,,,,
PKG123,PKG123,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG124,PKG124,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG125,PKG125,,,,,,,,G9-240D_36neg,,,,,,,,,,,,,,blaTEM-1-like,,
PKG126,PKG126,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG127,PKG127,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG128,PKG128,,,,,,,,G9-240D_36neg,,,,,,,,,,,,,,blaTEM-1-like,,
PKG129,PKG129,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG013,PKG13,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,blaKPC,,,,,,,,,blaTEM-1-like,,
PKG130,PKG130,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG131,PKG131,negative,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG132,PKG132,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG133,PKG133,,,,,,,,G9-240D_36neg,,,,,,,,,,,,,,blaTEM-1-like,,
PKG134,PKG134,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG135,PKG135,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG136,PKG136,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG138,PKG138,,,,,,,,G9-240D,,,,,,,blaOXA-10-like,,,,,,,,,
PKG139,PKG139,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG140,PKG140,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG141,PKG141,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG142,PKG142,aac(3)-IId,,,,,,,G1-240G+G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG143,PKG143,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG144,PKG144,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG145,PKG145,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG147,PKG147,,,,,,,,,,,,,,,,,,,,,,,,
PKG148,PKG148,,,,,,,,,,,,,,,,,,,,,,,,
PKG149,PKG149,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
PKG015,PKG15,aac(3)-IIe,,aacA4GEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG150,PKG150,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG151,PKG151,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG152,PKG152,,,,,,,,,,,,,,,,,,,,,,,,
PKG153,PKG153,,,,,,,,G9-240D,,,,blaIMP-4-like_13neg,,,,,,,,,,blaTEM_2neg,,
PKG154,PKG154,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG016,PKG16,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG017,PKG17,aac(3)-IIe,,aacA4GEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG018,PKG18,aac(3)-IIe,,,,,,,G1-240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,,,
PKG019,PKG19,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,,,
PKG002,PKG2,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,blaKPC,,,,,,,,,,,
PKG020,PKG20,aac(3)-IId+IIe,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG021,PKG21,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG022,PKG22,aac(3)-IId+IIe,,,,,,,G9-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG023,PKG23,aac(3)-IId+IIe,,,,,,,G1-240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
PKG024,PKG24,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG025,PKG25,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG026,PKG26,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG027,PKG27,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,,,
PKG028,PKG28,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG029,PKG29,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG003,PKG3,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
PKG030,PKG30,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G+G9-240D_36neg,,,,,,,,,,,,,,,,
PKG031,PKG31,aac(3)-IId,,aacA4notGEN_1neg,,,,blaCMY-2-like,,blaDHA,,,,,blaNDM,,,,,,,,blaTEM-1-like,,
PKG032,PKG32,aac(3)-IIe,,,,,,,G1-240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,,,
PKG033,PKG33,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG034,PKG34,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,,,
PKG035,PKG35,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG036,PKG36,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG037,PKG37,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG038,PKG38,,,,,,,,,,,,,,,,,,,,,,,,
PKG039,PKG39,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG004,PKG4,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240D,,,,,,blaNDM,,,,,,,,blaTEM-1-like,,
PKG040,PKG40,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM_2neg,,
PKG041,PKG41,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG042,PKG42,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG043,PKG43,aac(3)-IId,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
PKG044,PKG44,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG045,PKG45,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG046,PKG46,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG047,PKG47,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG048,PKG48,aac(3)-IIe,,aacA4GEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG049,PKG49,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240G,,,,,,,,,,,,,,,,
PKG005,PKG5,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG051,PKG51,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG052,PKG52,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG053,PKG53,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,rmtB,,,,blaTEM-1-like,,
PKG054,PKG54,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG055,PKG55,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG056,PKG56,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,,,
PKG057,PKG57,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG058,PKG58,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG059,PKG59,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG006,PKG6,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG060,PKG60,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG061,PKG61,,,,,,,,,,,,,,,,,,rmtB,,,,blaTEM-1-like,,
PKG062,PKG62,aac(3)-IIe,,aacA4GEN_1neg,,,,,,,,,,,,,,,,,,,,,
PKG063,PKG63,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG064,PKG64,aac(3)-IId,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
PKG065,PKG65,,,,,,,,G9-240D,,,,,,,,,,,,,,,,
PKG066,PKG66,,,,,,,,,,,,,,,,,,,,,,,,
PKG067,PKG67,,,,,,,,,,,,,,,,,,,,,,,,
PKG068,PKG68,aac(3)-IIe_3neg,,,,,,,,,,,,,,,,,,,,,,,
PKG069,PKG69,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
PKG007,PKG7,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,,,
PKG070,PKG70,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG071,PKG71,aac(3)-IId,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG072,PKG72,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG073,PKG73,,,,,,,,,,,,,,,,,,,,,,,,
PKG074,PKG74,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG075,PKG75,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM_2neg,,
PKG076,PKG76,,,,,,,,,,,,,,,,,,,,,,,,
PKG077,PKG77,,,,,,,,,,,,,,,,,,,,,,,,
PKG078,PKG78,,,,,,,,,,,,,,,,,,,,,,,,
PKG079,PKG79,negative,,,,,,,,,,,,,,,,,,,,,blaTEM_2neg,,
PKG008,PKG8,,,,,,,,G9-240D,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
PKG080,PKG80,negative,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG081,PKG81,,,,,,,,,,,,,,,,,,,,,,blaTEM_2neg,,
PKG082,PKG82,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG083,PKG83,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
PKG085,PKG85,,,,,,,blaCMY-2-like,G1-240G,,fosA3,,,,,,,,,,,,blaTEM-1-like,,
PKG087,PKG87,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
PKG088,PKG88,,,,,,,,G9-240D_36neg,,,,,,,,,,,,,,blaTEM_2neg,,
PKG089,PKG89,,,,,,,,G9-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG009,PKG9,aac(3)-IId,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG090,PKG90,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG091,PKG91,,,,,,,blaCMY-2-like,G1-240G,,fosA3,,,,,,,,,,,,blaTEM-1-like,,
PKG092,PKG92,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
PKG093,PKG93,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG094,PKG94,,,,,,,,,,,,,,,,,,,,,,,,
PKG095,PKG95,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
PKG096,PKG96,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG097,PKG97,,,,,,,blaCMY-2-like,,,,,,blaKPC,,,,,,,,,blaTEM_2neg,,
PKG098,PKG98,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG099,PKG99,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM_2neg,,
SGP001,SGP1,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,,,
SGP010,SGP10,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SGP100,SGP100,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,,,
SGP101,SGP101,negative,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP102,SGP102,,,,,,blaACT-7-like,,G8,,,,,,,,,,,,,,blaTEM-1-like,,
SGP103,SGP103,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP104,SGP104,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP105,SGP105,,,,,,,,G9-240D,,,,,,,,,,,,,,,,
SGP106,SGP106,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP107,SGP107,,,,,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP108,SGP108,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP109,SGP109,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP011,SGP11,,,,,,,,G1-240G,,,,,,,blaOXA-10-like,,,,,,,blaTEM-1-like,,
SGP110,SGP110,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP111,SGP111,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP112,SGP112,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP113,SGP113,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP114,SGP114,,,,,,,,,,,,,,,,,,,,,,,,
SGP115,SGP115,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP116,SGP116,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
SGP117,SGP117,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP118,SGP118,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP119,SGP119,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP012,SGP12,,,,,,,,G8,,,,,,,,,,,,,,,,
SGP120,SGP120,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP121,SGP121,,,,,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,,,
SGP122,SGP122,,,,,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,,,
SGP123,SGP123,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,,,
SGP124,SGP124,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP125,SGP125,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP126,SGP126,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP127,SGP127,,,,,,,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,,,
SGP128,SGP128,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP129,SGP129,aac(3)-IIe,,,,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,,,
SGP013,SGP13,,,,,,,,G9-240D,,fosA3,,,,,,,,,,,,blaTEM-1-like,,
SGP130,SGP130,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP131,SGP131,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP132,SGP132,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP133,SGP133,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP134,SGP134,,,,,,,,G1-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SGP135,SGP135,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP136,SGP136,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP137,SGP137,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP138,SGP138,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP139,SGP139,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP014,SGP14,,,,,,,,G9-240D,,fosA3,,,,,,,,,,,,,,
SGP140,SGP140,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP141,SGP141,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP142,SGP142,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP143,SGP143,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP144,SGP144,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP145,SGP145,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP146,SGP146,aac(3)-IId+IIe,,,,,,,G1-240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP147,SGP147,aac(3)-IIe,,,,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP148,SGP148,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP149,SGP149,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP015,SGP15,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM-1-like,,
SGP150,SGP150,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
SGP151,SGP151,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP152,SGP152,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP153,SGP153,aac(3)-IIe,,,,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,,,
SGP154,SGP154,aac(3)-IIe,,,,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP155,SGP155,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP156,SGP156,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP157,SGP157,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP158,SGP158,,,,,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
SGP159,SGP159,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP016,SGP16,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP160,SGP160,,,,,,,,G1-240G+G8,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP161,SGP161,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP162,SGP162,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SGP163,SGP163,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP164,SGP164,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP165,SGP165,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP166,SGP166,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP167,SGP167,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP168,SGP168,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP169,SGP169,,,,aadB,,,,,,,,,,,,,,,,,,,,
SGP017,SGP17,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP170,SGP170,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP171,SGP171,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP172,SGP172,,,,,,,,,,,,,,,,,,,,,,,,blaVIM-1-like
SGP173,SGP173,negative,,,,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,,,
SGP174,SGP174,,,,,,,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,,,
SGP175,SGP175,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP176,SGP176,,,,,,,,,blaDHA,,,,,,,,,,,,,,,
SGP177,SGP177,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SGP178,SGP178,,,,,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,,,
SGP018,SGP18,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP181,SGP181,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SGP182,SGP182,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,,,
SGP183,SGP183,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP184,SGP184,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SGP185,SGP185,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SGP186,SGP186,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
