Sample_Id,aac(3)-II,aacA27,aacA4,aadB,armA,blaACT/blaMIR,blaCMY-2-like,blaCTX-M,DHA,fosA3,GES,IMP,KPC,NDM,OXA-10,OXA-30,OXA-48,rmtB,rmtC,rmtF,SHV,TEM,VEB,VIM
PHE84,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,NA,NA,NA
PHE85,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PHE86,aac(3)-IIe,NA,NA,aadB,NA,NA,blaCMY-2-like,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,blaVIM-1-like
PHE87,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,blaOXA-48-like,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PHE88,aac(3)-IId,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,blaNDM,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PHE89,aac(3)-IIe,NA,aacA4GEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHE9,aac(3)-IId,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,blaOXA-181-like,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PHE90,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PHE91,aac(3)-IIe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaKPC,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,NA,NA,NA
PHE92,aac(3)-IId,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,blaNDM,NA,blaOXA-30-like,NA,NA,rmtC,NA,NA,blaTEM-1-like,NA,NA
PHE93,aac(3)-IIe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaKPC,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,NA,NA,NA
PHE94,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,blaOXA-181-like,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PHE95,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PHE96,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PHE97,aac(3)-IIe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaKPC,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,NA,NA,NA
PHE98,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PHE99,NA,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,blaOXA-181-like,NA,NA,rmtF,NA,blaTEM-1-like,NA,NA
PKG1,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,blaCMY-2-like,G9-240D,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM_2neg,NA,NA
PKG10,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G+G9-240D,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG100,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG101,NA,NA,NA,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG102,NA,NA,NA,NA,NA,NA,NA,G9-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG103,NA,NA,NA,NA,NA,NA,NA,G9-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG104,NA,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG105,NA,NA,NA,NA,NA,NA,blaCMY-2-like,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG106,NA,NA,NA,NA,NA,NA,blaCMY-2-like,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG107,NA,NA,NA,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG108,NA,NA,NA,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,NA,NA,NA
PKG109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG11,NA,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM_2neg,NA,NA
PKG110,NA,NA,NA,NA,NA,NA,NA,G1-240G+G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG111,NA,NA,NA,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,NA,NA,NA
PKG113,negative,NA,NA,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG114,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D_36neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG115,NA,NA,NA,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG116,NA,NA,NA,NA,NA,NA,NA,G9-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG118,NA,NA,NA,NA,NA,NA,blaCMY-2-like,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG12,aac(3)-IId,NA,NA,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG120,NA,NA,NA,NA,NA,NA,NA,G9-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG121,NA,NA,NA,NA,NA,NA,blaCMY-2-like,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG122,aac(3)-II_3neg,NA,NA,NA,NA,NA,NA,G9-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG123,NA,NA,NA,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG125,NA,NA,NA,NA,NA,NA,NA,G9-240D_36neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG128,NA,NA,NA,NA,NA,NA,NA,G9-240D_36neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG13,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG131,negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG133,NA,NA,NA,NA,NA,NA,NA,G9-240D_36neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG134,NA,NA,NA,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG138,NA,NA,NA,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,blaOXA-10-like,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG142,aac(3)-IId,NA,NA,NA,NA,NA,NA,G1-240G+G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG143,NA,NA,NA,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG149,NA,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG15,aac(3)-IIe,NA,aacA4GEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG150,NA,NA,NA,NA,NA,NA,blaCMY-2-like,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG151,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG153,NA,NA,NA,NA,NA,NA,NA,G9-240D,NA,NA,NA,blaIMP-4-like_13neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM_2neg,NA,NA
PKG154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG16,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG17,aac(3)-IIe,NA,aacA4GEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG18,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G+G9-240D,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,NA,NA,NA
PKG19,aac(3)-IIe,NA,aacA4GEN_1neg,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG2,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG20,NA,NA,NA,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG21,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG22,aac(3)-IId+IIe,NA,NA,NA,NA,NA,NA,G9-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG23,NA,NA,NA,NA,NA,NA,NA,G1-240G+G9-240D,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG24,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG25,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG26,aac(3)-IIe,NA,aacA4GEN_1neg,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG27,aac(3)-IIe,NA,aacA4GEN_1neg,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG28,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG29,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG3,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG30,aac(3)-IIe,NA,aacA4GEN_1neg,NA,NA,NA,NA,G1-240G+G9-240D_36neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG31,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,blaCMY-2-like,NA,blaDHA,NA,NA,NA,NA,blaNDM,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG32,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G+G9-240D,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,NA,NA,NA
PKG33,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG34,aac(3)-IIe,NA,aacA4GEN_1neg,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG35,aac(3)-IIe,NA,aacA4GEN_1neg,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG36,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG37,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG39,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG4,aac(3)-IIe,NA,aacA4GEN_1neg,NA,NA,NA,NA,G1-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG40,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG41,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG42,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG43,aac(3)-IId,NA,NA,NA,NA,NA,blaCMY-2-like,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG45,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG46,aac(3)-IIe,NA,aacA4GEN_1neg,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG47,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG48,aac(3)-IIe,NA,aacA4GEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG49,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG5,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG51,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG52,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG53,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rmtB,NA,NA,NA,blaTEM-1-like,NA,NA
PKG54,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG55,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG56,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG57,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG58,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG59,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG6,aac(3)-IIe,NA,aacA4GEN_1neg,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG60,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rmtB,NA,NA,NA,blaTEM-1-like,NA,NA
PKG62,aac(3)-IIe,NA,aacA4GEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG64,aac(3)-IId,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG65,NA,NA,NA,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG68,aac(3)-IIe_3neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG69,NA,NA,NA,NA,NA,NA,NA,G9-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG7,aac(3)-IIe,NA,aacA4GEN_1neg,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG71,aac(3)-IId,NA,NA,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG75,NA,NA,NA,NA,NA,NA,blaCMY-2-like,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM_2neg,NA,NA
PKG76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKG8,NA,NA,NA,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG80,negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
PKG81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM_2neg,NA,NA
PKG82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
