Sample Id,Site,Species,3GCR,GENR,Old_Id,aac(3)-II,aacA27,aacA4,aadB,armA,blaACT/blaMIR,blaCMY-2-like,blaCTX-M,DHA,fosA3,GES,IMP,KPC,NDM,OXA-10,OXA-30,OXA-48,rmtB,rmtC,rmtF,SHV,TEM,VEB,VIM
PHE285,UK,K. pneumoniae,S,S,PHE285,,,,,,,,,,,,,,,,,,,,,,,,
PHE286,UK,K. pneumoniae,S,S,PHE286,,,,,,,,,,,,,,,,,,,,,,,,
PHE287,UK,K. pneumoniae,S,S,PHE287,,,,,,,,,,,,,,,,,,,,,,,,
PHE288,UK,K. pneumoniae,S,S,PHE288,,,,,,,,,,,,,,,,,,,,,,,,
PHE289,UK,K. pneumoniae,S,S,PHE289,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PHE290,UK,K. pneumoniae,S,S,PHE290,,,,,,,,,,,,,,,,,,,,,,,,
PHE291,UK,K. pneumoniae,S,S,PHE291,,,,,,,,,,,,,,,,,,,,,,,,
PHE292,UK,K. pneumoniae,R,S,PHE292,,,,,,,,,,,,,,,,,,,,,,,,
PHE293,UK,K. pneumoniae,S,S,PHE293,,,,,,,,,,,,,,,,,,,,,,,,
PHE294,UK,K. pneumoniae,S,S,PHE294,,,,,,,,,,,,,,,,,,,,,,,,
PHE295,UK,K. pneumoniae,S,S,PHE295,,,,,,,,,,,,,,,,,,,,,,,,
PHE296,UK,K. pneumoniae,S,S,PHE296,,,,,,,,,,,,,,,,,,,,,,,,
PHE297,UK,K. pneumoniae,S,S,PHE297,,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,,,
PHE298,UK,K. pneumoniae,S,S,PHE298,,,,,,,,,,,,,,,,,blaOXA-48-like,,,,,,,
PHE299,UK,K. pneumoniae,S,S,PHE299,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PHE300,UK,K. pneumoniae,S,S,PHE300,,,,,,,,,,,,,,,,,,,,,,,,
PKG001,Beijing,E. coli,R,R,PKG001,aac(3)-IId,,aacA4notGEN_1neg,,,,blaCMY-2-like,G9-240D,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
PKG002,Beijing,E. coli,R,R,PKG002,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,blaKPC,,,,,,,,,,,
PKG003,Beijing,E. coli,R,R,PKG003,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
PKG004,Beijing,E. coli,R,R,PKG004,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG005,Beijing,E. coli,R,R,PKG005,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG006,Beijing,E. coli,R,R,PKG006,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG007,Beijing,E. coli,R,R,PKG007,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,,,
PKG008,Beijing,E. coli,R,S,PKG008,,,,,,,,G9-240D,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
PKG009,Beijing,E. coli,R,R,PKG009,aac(3)-IId,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG010,Beijing,E. coli,R,R,PKG010,aac(3)-IIe,,,,,,,G1-240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
PKG011,Beijing,E. coli,R,R,PKG011,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM_2neg,,
PKG012,Beijing,E. coli,R,R,PKG012,aac(3)-IId,,,,,,,G9-240D,,,,,,,,,,,,,,,,
PKG013,Beijing,E. coli,R,R,PKG013,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,blaKPC,,,,,,,,,blaTEM-1-like,,
PKG015,Beijing,E. coli,R,R,PKG015,aac(3)-IIe,,aacA4GEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG016,Beijing,E. coli,S,S,PKG016,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG017,Beijing,E. coli,R,R,PKG017,aac(3)-IIe,,aacA4GEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG018,Beijing,E. coli,R,R,PKG018,aac(3)-IIe,,,,,,,G1-240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,,,
PKG019,Beijing,E. coli,R,R,PKG019,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,,,
PKG020,Beijing,E. coli,R,R,PKG020,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG021,Beijing,E. coli,R,R,PKG021,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG022,Beijing,E. coli,R,S,PKG022,aac(3)-IId+IIe,,,,,,,G9-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG023,Beijing,E. coli,R,R,PKG023,,,,,,,,G1-240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
PKG024,Beijing,E. coli,R,R,PKG024,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG025,Beijing,E. coli,,,PKG025,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG026,Beijing,E. coli,S,S,PKG026,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG027,Beijing,E. coli,,,PKG027,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,,,
PKG028,Beijing,E. coli,R,R,PKG028,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG029,Beijing,E. coli,R,R,PKG029,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG030,Beijing,E. coli,,,PKG030,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G+G9-240D_36neg,,,,,,,,,,,,,,,,
PKG031,Beijing,E. coli,R,R,PKG031,aac(3)-IId,,aacA4notGEN_1neg,,,,blaCMY-2-like,,blaDHA,,,,,blaNDM,,,,,,,,blaTEM-1-like,,
PKG032,Beijing,E. coli,R,R,PKG032,aac(3)-IIe,,,,,,,G1-240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,,,
PKG033,Beijing,E. coli,S,R,PKG033,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG034,Beijing,E. coli,,,PKG034,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,,,
PKG035,Beijing,E. coli,S,S,PKG035,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG036,Beijing,E. coli,R,R,PKG036,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG037,Beijing,E. coli,R,R,PKG037,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG038,Beijing,E. coli,S,S,PKG038,,,,,,,,,,,,,,,,,,,,,,,,
PKG039,Beijing,E. coli,R,R,PKG039,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG040,Beijing,E. coli,,,PKG040,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,,,
PKG041,Beijing,E. coli,,,PKG041,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG042,Beijing,E. coli,R,R,PKG042,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG043,Beijing,E. coli,R,R,PKG043,aac(3)-IId,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
PKG044,Beijing,E. coli,,,PKG044,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG045,Beijing,E. coli,R,R,PKG045,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG046,Beijing,E. coli,,,PKG046,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG047,Beijing,E. coli,R,R,PKG047,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG048,Beijing,E. coli,R,R,PKG048,aac(3)-IIe,,aacA4GEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG049,Beijing,E. coli,R,R,PKG049,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240G,,,,,,,,,,,,,,,,
PKG051,Beijing,E. coli,R,R,PKG051,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG052,Beijing,E. coli,,,PKG052,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG053,Beijing,E. coli,S,R,PKG053,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,rmtB,,,,blaTEM-1-like,,
PKG054,Beijing,E. coli,S,R,PKG054,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG055,Beijing,E. coli,S,R,PKG055,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG056,Beijing,E. coli,S,R,PKG056,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,,,
PKG057,Beijing,E. coli,S,R,PKG057,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG058,Beijing,E. coli,,,PKG058,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG059,Beijing,E. coli,S,R,PKG059,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG060,Beijing,E. coli,S,R,PKG060,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG061,Beijing,E. coli,S,R,PKG061,,,,,,,,,,,,,,,,,,rmtB,,,,blaTEM-1-like,,
PKG062,Beijing,E. coli,S,R,PKG062,aac(3)-IIe,,aacA4GEN_1neg,,,,,,,,,,,,,,,,,,,,,
PKG063,Beijing,E. coli,S,S,PKG063,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG064,Beijing,E. coli,S,R,PKG064,aac(3)-IId,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
PKG065,Beijing,E. coli,R,S,PKG065,,,,,,,,G9-240D,,,,,,,,,,,,,,,,
PKG066,Beijing,E. coli,S,S,PKG066,,,,,,,,,,,,,,,,,,,,,,,,
PKG067,Beijing,E. coli,S,S,PKG067,,,,,,,,,,,,,,,,,,,,,,,,
PKG068,Beijing,E. coli,S,S,PKG068,aac(3)-IIe_3neg,,,,,,,,,,,,,,,,,,,,,,,
PKG069,Beijing,E. coli,,,PKG069,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
PKG070,Beijing,E. coli,S,S,PKG070,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG071,Beijing,E. coli,R,S,PKG071,aac(3)-IId,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG072,Beijing,E. coli,S,S,PKG072,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG073,Beijing,E. coli,S,S,PKG073,,,,,,,,,,,,,,,,,,,,,,,,
PKG074,Beijing,E. coli,S,S,PKG074,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG075,Beijing,E. coli,S,S,PKG075,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM_2neg,,
PKG076,Beijing,E. coli,S,S,PKG076,,,,,,,,,,,,,,,,,,,,,,,,
PKG077,Beijing,E. coli,S,S,PKG077,,,,,,,,,,,,,,,,,,,,,,,,
PKG078,Beijing,E. coli,S,S,PKG078,,,,,,,,,,,,,,,,,,,,,,,,
PKG079,Beijing,E. coli,S,S,PKG079,,,,,,,,,,,,,,,,,,,,,,,,
PKG080,Beijing,E. coli,S,S,PKG080,negative,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG081,Beijing,E. coli,S,S,PKG081,,,,,,,,,,,,,,,,,,,,,,blaTEM_2neg,,
PKG082,Beijing,E. coli,S,S,PKG082,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG083,Beijing,E. coli,R,S,PKG083,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
PKG085,Beijing,E. coli,,,PKG085,,,,,,,blaCMY-2-like,G1-240G,,fosA3,,,,,,,,,,,,blaTEM-1-like,,
PKG087,Beijing,E. coli,R,S,PKG087,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
PKG088,Beijing,E. coli,R,S,PKG088,,,,,,,,G9-240D_36neg,,,,,,,,,,,,,,blaTEM_2neg,,
PKG089,Beijing,E. coli,,,PKG089,,,,,,,,G9-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG090,Beijing,E. coli,R,R,PKG090,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG091,Beijing,E. coli,,,PKG091,,,,,,,blaCMY-2-like,G1-240G,,fosA3,,,,,,,,,,,,blaTEM-1-like,,
PKG092,Beijing,E. coli,R,S,PKG092,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
PKG093,Beijing,E. coli,,,PKG093,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG094,Beijing,E. coli,R,S,PKG094,,,,,,,,,,,,,,,,,,,,,,,,
PKG095,Beijing,E. coli,R,S,PKG095,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
PKG096,Beijing,E. coli,S,S,PKG096,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG097,Beijing,E. coli,R,S,PKG097,,,,,,,blaCMY-2-like,,,,,,blaKPC,,,,,,,,,blaTEM_2neg,,
PKG098,Beijing,E. coli,R,S,PKG098,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG099,Beijing,E. coli,,,PKG099,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM_2neg,,
PKG100,Beijing,E. coli,R,R,PKG100,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG101,Beijing,E. coli,R,S,PKG101,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG102,Beijing,E. coli,R,S,PKG102,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
PKG103,Beijing,E. coli,R,S,PKG103,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
PKG104,Beijing,E. coli,R,S,PKG104,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG105,Beijing,E. coli,R,S,PKG105,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,,,,,,,,,
PKG106,Beijing,E. coli,R,S,PKG106,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,,,,,,,,,
PKG107,Beijing,E. coli,,,PKG107,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG108,Beijing,E. coli,R,S,PKG108,,,,,,,,G9-240D,,,,,,,,blaOXA-30-like,,,,,,,,
PKG109,Beijing,E. coli,R,S,PKG109,,,,,,,,,,,,,blaKPC,,,,,,,,,blaTEM-1-like,,
PKG110,Beijing,E. coli,R,S,PKG110,,,,,,,,G1-240G+G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG111,Beijing,E. coli,R,S,PKG111,,,,,,,,G9-240D,,,,,,,,,,,,,,,,
PKG112,Beijing,E. coli,R,R,PKG112,,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,,,
PKG113,Beijing,E. coli,R,S,PKG113,negative,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG114,Beijing,E. coli,,,PKG114,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D_36neg,,,,,,,,,,,,,,blaTEM-1-like,,
PKG115,Beijing,E. coli,R,S,PKG115,,,,,,,,G9-240D,,,,,,,,,,,,,,,,
PKG116,Beijing,E. coli,R,S,PKG116,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
PKG117,Beijing,E. coli,,,PKG117,,,,,,,,,,,,,,,,,,,,,,,,
PKG118,Beijing,E. coli,R,S,PKG118,,,,,,,blaCMY-2-like,G9-240D,,,,,,,,,,,,,,,,
PKG119,Beijing,E. coli,S,S,PKG119,,,,,,,,,,,,,,,,,,,,,,,,
PKG120,Beijing,E. coli,R,S,PKG120,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
PKG121,Beijing,E. coli,R,S,PKG121,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,,,
PKG122,Beijing,E. coli,R,S,PKG122,aac(3)-II_3neg,,,,,,,G9-240G,,,,,,,,,,,,,,,,
PKG123,Beijing,E. coli,S,S,PKG123,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG124,Beijing,E. coli,S,S,PKG124,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG125,Beijing,E. coli,S,S,PKG125,,,,,,,,G9-240D_36neg,,,,,,,,,,,,,,blaTEM-1-like,,
PKG126,Beijing,E. coli,S,S,PKG126,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG127,Beijing,E. coli,S,S,PKG127,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG128,Beijing,E. coli,S,S,PKG128,,,,,,,,G9-240D_36neg,,,,,,,,,,,,,,blaTEM-1-like,,
PKG129,Beijing,E. coli,S,S,PKG129,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG130,Beijing,E. coli,S,S,PKG130,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG131,Beijing,E. coli,S,S,PKG131,negative,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG132,Beijing,E. coli,S,S,PKG132,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG133,Beijing,E. coli,S,S,PKG133,,,,,,,,G9-240D_36neg,,,,,,,,,,,,,,blaTEM-1-like,,
PKG134,Beijing,E. coli,R,S,PKG134,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG135,Beijing,E. coli,S,S,PKG135,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG136,Beijing,E. coli,S,S,PKG136,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG138,Beijing,E. coli,R,S,PKG138,,,,,,,,G9-240D,,,,,,,blaOXA-10-like,,,,,,,,,
PKG139,Beijing,E. coli,S,S,PKG139,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG140,Beijing,E. coli,S,S,PKG140,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG141,Beijing,E. coli,S,S,PKG141,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG142,Beijing,E. coli,R,R,PKG142,aac(3)-IId,,,,,,,G1-240G+G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG143,Beijing,E. coli,R,S,PKG143,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
PKG144,Beijing,E. coli,S,S,PKG144,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG145,Beijing,E. coli,S,S,PKG145,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
PKG147,Beijing,E. coli,S,S,PKG147,,,,,,,,,,,,,,,,,,,,,,,,
PKG148,Beijing,E. coli,S,S,PKG148,,,,,,,,,,,,,,,,,,,,,,,,
PKG149,Beijing,E. coli,R,S,PKG149,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
PKG150,Beijing,E. coli,,,PKG150,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
PKG151,Beijing,E. coli,R,S,PKG151,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240G,,,,,,,,,,,,,,blaTEM-1-like,,
,,,,,PKG152,,,,,,,,,,,,,,,,,,,,,,,,
PKG153,Beijing,E. coli,R,S,PKG153,,,,,,,,G9-240D,,,,blaIMP-4-like_13neg,,,,,,,,,,blaTEM_2neg,,
PKG154,Beijing,E. coli,S,S,PKG154,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SGP001,Singapore,E. coli,R,R,SGP001,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,,,
SGP002,Singapore,E. coli,R,S,SGP002,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM_2neg,,
SGP003,Singapore,E. coli,S,S,SGP003,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SGP004,Singapore,E. coli,R,S,SGP004,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM-1-like,,
SGP005,Singapore,E. coli,R,S,SGP005,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM-1-like,,
SGP006,Singapore,E. coli,R,S,SGP006,,,,,,,,G9-240D,,,,,,,,,,,,,,,,
SGP007,Singapore,E. coli,R,S,SGP007,negative,,,,,,,G9-240_4neg,,,,,,,,,,,,,,,,
SGP008,Singapore,E. coli,R,S,SGP008,aac(3)-IIe_3neg,,,,,,,G9-240D,,,,,,,,,,,,,,,,
SGP009,Singapore,E. coli,R,S,SGP009,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM-1-like,,
SGP010,Singapore,E. coli,S,S,SGP010,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SGP011,Singapore,E. coli,R,S,SGP011,,,,,,,,G1-240G,,,,,,,blaOXA-10-like,,,,,,,blaTEM-1-like,,
SGP012,Singapore,E. coli,R,S,SGP012,,,,,,,,G8,,,,,,,,,,,,,,,,
SGP013,Singapore,E. coli,R,S,SGP013,,,,,,,,G9-240D,,fosA3,,,,,,,,,,,,blaTEM-1-like,,
SGP014,Singapore,E. coli,R,S,SGP014,,,,,,,,G9-240D,,fosA3,,,,,,,,,,,,,,
SGP015,Singapore,E. coli,R,S,SGP015,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM-1-like,,
SGP016,Singapore,E. coli,R,S,SGP016,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP017,Singapore,E. coli,R,S,SGP017,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP018,Singapore,E. coli,R,S,SGP018,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP019,Singapore,E. coli,R,S,SGP019,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,,,
SGP020,Singapore,E. coli,R,S,SGP020,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
SGP021,Singapore,E. coli,R,R,SGP021,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP022,Singapore,E. coli,R,S,SGP022,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP023,Singapore,E. coli,R,R,SGP023,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240G,,,,,,,,,,,,,,,,
SGP024,Singapore,E. coli,R,S,SGP024,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP025,Singapore,E. coli,R,S,SGP025,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP026,Singapore,E. coli,R,S,SGP026,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,,,
SGP027,Singapore,E. coli,R,S,SGP027,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP028,Singapore,E. coli,R,S,SGP028,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP029,Singapore,E. coli,R,S,SGP029,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
SGP030,Singapore,E. coli,R,S,SGP030,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP031,Singapore,E. coli,R,S,SGP031,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
SGP032,Singapore,E. coli,R,R,SGP032,aac(3)-IIe,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP033,Singapore,E. coli,R,S,SGP033,,,,,,,,G1-240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,,,
SGP034,Singapore,E. coli,R,S,SGP034,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP035,Singapore,E. coli,R,S,SGP035,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP036,Singapore,E. coli,R,S,SGP036,,,,,,,,G9-240_4neg,,,,,,,,,,,,,,,,
SGP037,Singapore,E. coli,R,S,SGP037,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP039,Singapore,E. coli,R,S,SGP039,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
SGP040,Singapore,E. coli,R,S,SGP040,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP041,Singapore,E. coli,R,S,SGP041,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SGP042,Singapore,E. coli,R,S,SGP042,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP043,Singapore,E. coli,R,S,SGP043,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
SGP044,Singapore,E. coli,R,S,SGP044,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP045,Singapore,E. coli,R,S,SGP045,,,,,,,,blaCTX-M-1,,,,,,,,,,,,,,blaTEM-1-like,,
SGP046,Singapore,E. coli,R,S,SGP046,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
SGP047,Singapore,E. coli,R,S,SGP047,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
SGP048,Singapore,E. coli,R,S,SGP048,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP049,Singapore,E. coli,R,S,SGP049,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
SGP051,Singapore,E. coli,R,S,SGP051,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
