Sample Id,Site,Species,3GCR,GENR,CTXM,SHV,TEM,KPC,IMP,NDM,VIM,CMY2,DHA,OXA10,OXA30,OXA48,VEB,GES,ACTMIR,aac(3)II,aacA4,aac6Ib/II,aadB,armA,rmtB,rmtC,rmtF,
PHE187,UK,K. pneumoniae,R,R,,SHV-1-like,,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE188,UK,K. pneumoniae,R,R,,SHV-1-like,,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE189,UK,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,,,,,,DHA,,OXA-30,OXA-181-like,,,,aac(3)-IIe,aacA4 cr (A),,,,,,,
PHE190,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 (Amk) and aacA4 cr (C),,,,,,,
PHE191,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE192,UK,K. pneumoniae,R,S,,SHV-1-like,TEM-1-like,KPC,,,,,,,,,,,,,,,,,,,,
PHE193,UK,K. pneumoniae,R,S,,SHV-1-like,,KPC,,,,,,,,,,,,,aacA4 (Amk),,,,,,,
PHE194,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,,,,NDM,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE195,UK,K. pneumoniae,R,S,,SHV-1-like,TEM-1-like,KPC,,,,,,,,,,,,,,,,,,,,
PHE196,UK,K. pneumoniae,R,S,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,,,OXA-30,,,,,,aacA4 (Amk) and aacA4 cr (C),,,,,,,
PHE197,UK,K. pneumoniae,R,R,CTX-M-2-like,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE198,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
PHE199,UK,K. pneumoniae,R,R,CTX-M-15-like + CTX-M-9-like,SHV-1-like,,,,,,,,,,OXA-48-like,,,,,,,,armA,,,,
PHE200,UK,K. pneumoniae,R,S,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE201,UK,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE202,UK,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
PHE203,UK,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE204,UK,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
PHE205,UK,E. coli,S,S,,,,,,,,,,,OXA-30,,,,,,,,,,,,,
PHE206,UK,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE207,UK,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE208,UK,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,
PHE209,UK,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,
PHE210,UK,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE211,UK,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE212,UK,E. coli,S,S,,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE213,UK,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,
PHE214,UK,E. coli,S,S,,,TEM-1-like,,,,,,,,,OXA-48-like,,,,,,,,,,,,
PHE215,UK,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE216,UK,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE217,UK,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
PHE218,UK,E. coli,S,S,,,,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
PHE219,UK,E. coli,,,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE220,UK,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE221,UK,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,
PHE222,UK,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE223,UK,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,
PHE225,UK,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE227,UK,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE228,UK,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
PHE229,UK,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE230,UK,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
PHE231,UK,E. coli,,,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE232,UK,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
PHE233,UK,E. coli,S,S,,,,,,,,,,,OXA-30,,,,,,,,,,,,,
PHE234,UK,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE235,UK,E. coli,S,S,,,,,,,,,,,OXA-30,,,,,,,,,,,,,
PHE236,UK,E. coli,S,S,,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE237,UK,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
PHE238,UK,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE239,UK,E. coli,S,S,,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE240,UK,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE241,UK,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE242,UK,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE243,UK,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE244,UK,E. coli,,,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE245,UK,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE246,UK,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE247,UK,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,
PHE248,UK,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE250,UK,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE251,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE252,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE253,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,OXA-48-like,,,,,,,,,,,,
PHE254,UK,K. pneumoniae,S,S,,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE255,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,OXA-48-like,,,,,,,,,,,,
PHE256,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE257,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE258,UK,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
PHE259,UK,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
PHE260,UK,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
PHE261,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE262,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE263,UK,K. pneumoniae,S,S,,,,,,,,,,,,OXA-48-like,,,,,,,,,,,,
PHE264,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,OXA-48-like,,,,,,,,,,,,
PHE265,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE266,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE267,UK,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
PHE268,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE269,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE270,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE271,UK,K. pneumoniae,S,S,,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE272,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE273,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE274,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE275,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE276,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE277,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE278,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE279,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE280,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE281,UK,K. pneumoniae,S,S,,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE282,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE283,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE284,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE285,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE286,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE287,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE288,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE289,UK,K. pneumoniae,S,S,,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE290,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE291,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE292,UK,K. pneumoniae,R,S,,SHV-1-like,,,,,,,,,,,,,,,aacA4 (Amk),,,,,,,
PHE293,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE294,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE295,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE296,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE297,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,OXA-30,,,,,,,,,,,,,
PHE298,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,OXA-48-like,,,,,,,,,,,,
PHE299,UK,K. pneumoniae,S,S,,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE300,UK,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PKG001,Beijing,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,aac(3)-IId,,,,,,,,
PKG002,Beijing,E. coli,R,R,,,,KPC,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG003,Beijing,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PKG004,Beijing,E. coli,R,R,CTX-M group 1,,TEM-1-like,,,NDM,,,,,,,,,,aac(3)-IIe,,,,,,,,
PKG005,Beijing,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG006,Beijing,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
PKG007,Beijing,E. coli,R,R,CTX-M-15-like,,,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
PKG008,Beijing,E. coli,R,S,CTX-M-9-like,,TEM-1-like,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
PKG009,Beijing,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,aacA4 (Amk),,,,,,,
PKG010,Beijing,E. coli,R,R,CTX-M-15-like + CTX-M-9-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PKG011,Beijing,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG012,Beijing,E. coli,R,R,CTX-M-9-like,,,,,,,,,,,,,,,aac(3)-IId,aacA4 (Amk),,,,,,,
PKG013,Beijing,E. coli,R,R,CTX-M-15-like,,TEM-1-like,KPC,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG015,Beijing,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
PKG016,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG017,Beijing,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
PKG018,Beijing,E. coli,R,R,CTX-M-15-like + CTX-M-9-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PKG019,Beijing,E. coli,R,R,CTX-M-15-like,,,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
PKG020,Beijing,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId + aac(3)-IIe,,,,,,,,
PKG021,Beijing,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG022,Beijing,E. coli,R,S,CTX-M-27-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG023,Beijing,E. coli,R,R,CTX-M-15-like + CTX-M-9-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 (Amk),,,,,,,
PKG024,Beijing,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG025,Beijing,E. coli,,,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG026,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG027,Beijing,E. coli,,,CTX-M-15-like,,,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
PKG028,Beijing,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG029,Beijing,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG030,Beijing,E. coli,,,CTX-M-15-like + CTX-M-9-like,,,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
PKG031,Beijing,E. coli,R,R,,SHV-5/12-like,TEM-1-like,,,NDM,,CMY-2-like,DHA,,,,,,,aac(3)-IId,,,,,,,,
PKG032,Beijing,E. coli,R,R,CTX-M-15-like + CTX-M-9-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PKG033,Beijing,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG034,Beijing,E. coli,,,CTX-M-15-like,,,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
PKG035,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG036,Beijing,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG037,Beijing,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG038,Beijing,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
PKG039,Beijing,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG040,Beijing,E. coli,,,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG041,Beijing,E. coli,,,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG042,Beijing,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG043,Beijing,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,aac(3)-IId,aacA4 cr (C),,,,,,,
PKG044,Beijing,E. coli,,,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG045,Beijing,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PKG046,Beijing,E. coli,,,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
PKG047,Beijing,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG048,Beijing,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
PKG049,Beijing,E. coli,R,R,CTX-M-27-like,,,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG051,Beijing,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG052,Beijing,E. coli,,,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG053,Beijing,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,rmtB,,,
PKG054,Beijing,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG055,Beijing,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG056,Beijing,E. coli,S,R,,,,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG057,Beijing,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG058,Beijing,E. coli,,,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG059,Beijing,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG060,Beijing,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
PKG061,Beijing,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,,,,,,rmtB,,,
PKG062,Beijing,E. coli,S,R,,,,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
PKG063,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG064,Beijing,E. coli,S,R,,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IId,aacA4 cr (C),,,,,,,
PKG065,Beijing,E. coli,R,S,CTX-M-9-like,,,,,,,,,,,,,,,,,,,,,,,
PKG066,Beijing,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
PKG067,Beijing,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
PKG068,Beijing,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
PKG069,Beijing,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,
PKG070,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG071,Beijing,E. coli,R,S,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,aacA4 (Amk),,,,,,,
PKG072,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG073,Beijing,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
PKG074,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG075,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG076,Beijing,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
PKG077,Beijing,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
PKG078,Beijing,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
PKG079,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG080,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG081,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG082,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG083,Beijing,E. coli,R,S,CTX-M-15-like,,,,,,,,,,,,,,,,,,,,,,,
PKG085,Beijing,E. coli,,,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,,,,,,,,,,,,,,,,
PKG087,Beijing,E. coli,R,S,CTX-M-15-like,,,,,,,,,,,,,,,,,,,,,,,
PKG088,Beijing,E. coli,R,S,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG089,Beijing,E. coli,,,CTX-M-27-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG090,Beijing,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG091,Beijing,E. coli,,,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,,,,,,,,,,,,,,,,
PKG092,Beijing,E. coli,R,S,CTX-M-27-like,,,,,,,,,,,,,,,,,,,,,,,
PKG093,Beijing,E. coli,,,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG094,Beijing,E. coli,R,S,,,,,,,,,,,,,,,,,,,,,,,,
PKG095,Beijing,E. coli,R,S,CTX-M-27-like,,,,,,,,,,,,,,,,,,,,,,,
PKG096,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG097,Beijing,E. coli,R,S,,,TEM-1-like,KPC,,,,CMY-2-like,,,,,,,,,,,,,,,,
PKG098,Beijing,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG099,Beijing,E. coli,,,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,aacA4 (Amk),,,,,,,
PKG100,Beijing,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG101,Beijing,E. coli,R,S,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG102,Beijing,E. coli,R,S,CTX-M-27-like,,,,,,,,,,,,,,,,,,,,,,,
PKG103,Beijing,E. coli,R,S,CTX-M-27-like,,,,,,,,,,,,,,,,,,,,,,,
PKG104,Beijing,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG105,Beijing,E. coli,R,S,CTX-M-15-like,,,,,,,CMY-2-like,,,,,,,,,,,,,,,,
PKG106,Beijing,E. coli,R,S,CTX-M-15-like,,,,,,,CMY-2-like,,,,,,,,,,,,,,,,
PKG107,Beijing,E. coli,,,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG108,Beijing,E. coli,R,S,CTX-M-9-like,,,,,,,,,,OXA-30,,,,,,aacA4 cr (A),,,,,,,
PKG109,Beijing,E. coli,R,S,,,TEM-1-like,KPC,,,,,,,,,,,,,,,,,,,,
PKG110,Beijing,E. coli,R,S,CTX-M-15-like + CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,aacA4 (Amk),,,,,,,
PKG111,Beijing,E. coli,R,S,CTX-M-9-like,,,,,,,,,,,,,,,,,,,,,,,
PKG112,Beijing,E. coli,R,R,,,,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
PKG113,Beijing,E. coli,R,S,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG114,Beijing,E. coli,,,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PKG115,Beijing,E. coli,R,S,CTX-M-9-like,,,,,,,,,,,,,,,,,,,,,,,
PKG116,Beijing,E. coli,R,S,CTX-M-27-like,,,,,,,,,,,,,,,,,,,,,,,
PKG117,Beijing,E. coli,,,,,,,,,,,,,,,,,,,aacA4 (Amk),,,,,,,
PKG118,Beijing,E. coli,R,S,CTX-M-9-like,,,,,,,CMY-2-like,,,,,,,,,aacA4 cr (C),,,,,,,
PKG119,Beijing,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
PKG120,Beijing,E. coli,R,S,CTX-M-27-like,,,,,,,,,,,,,,,,,,,,,,,
PKG121,Beijing,E. coli,R,S,,,,,,,,CMY-2-like,,,,,,,,,,,,,,,,
PKG122,Beijing,E. coli,R,S,CTX-M-27-like,,,,,,,,,,,,,,,,,,,,,,,
PKG123,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG124,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG125,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG126,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG127,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG128,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG129,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG130,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG131,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG132,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG133,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG134,Beijing,E. coli,R,S,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG135,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG136,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PKG138,Beijing,E. coli,R,S,CTX-M-9-like,,,,,,,,,OXA-10-like,,,,,,,,,,,,,,
PKG139,Beijing,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
